"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","Hungary","United Kingdom",2012-01-01,2,"UK"
"Number","Requests","Total requests","Ireland","Austria",2012-01-01,9,"AT"
"Number","Requests","Total requests","Ireland","Belgium",2012-01-01,6,"BE"
"Number","Requests","Total requests","Ireland","Bulgaria",2012-01-01,0,"BG"
"Number","Requests","Total requests","Ireland","Switzerland",2012-01-01,1,"CH"
"Number","Requests","Total requests","Ireland","Cyprus",2012-01-01,1,"CY"
"Number","Requests","Total requests","Ireland","Czech Republic",2012-01-01,1,"CZ"
"Number","Requests","Total requests","Ireland","Germany (until 1990 former territory of the FRG)",2012-01-01,3,"DE"
"Number","Requests","Total requests","Ireland","Denmark",2012-01-01,1,"DK"
"Number","Requests","Total requests","Ireland","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","Ireland","Greece",2012-01-01,2,"EL"
"Number","Requests","Total requests","Ireland","Spain",2012-01-01,1,"ES"
"Number","Requests","Total requests","Ireland","Finland",2012-01-01,1,"FI"
"Number","Requests","Total requests","Ireland","France",2012-01-01,6,"FR"
"Number","Requests","Total requests","Ireland","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Ireland","Hungary",2012-01-01,2,"HU"
"Number","Requests","Total requests","Ireland","Ireland",2012-01-01,0,"IE"
"Number","Requests","Total requests","Ireland","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Ireland","Italy",2012-01-01,8,"IT"
"Number","Requests","Total requests","Ireland","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Ireland","Lithuania",2012-01-01,0,"LT"
"Number","Requests","Total requests","Ireland","Luxembourg",2012-01-01,0,"LU"
"Number","Requests","Total requests","Ireland","Latvia",2012-01-01,0,"LV"
"Number","Requests","Total requests","Ireland","Malta",2012-01-01,0,"MT"
"Number","Requests","Total requests","Ireland","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Ireland","Norway",2012-01-01,0,"NO"
"Number","Requests","Total requests","Ireland","Poland",2012-01-01,0,"PL"
"Number","Requests","Total requests","Ireland","Portugal",2012-01-01,0,"PT"
"Number","Requests","Total requests","Ireland","Romania",2012-01-01,2,"RO"
"Number","Requests","Total requests","Ireland","Sweden",2012-01-01,3,"SE"
"Number","Requests","Total requests","Ireland","Slovenia",2012-01-01,1,"SI"
"Number","Requests","Total requests","Ireland","Slovakia",2012-01-01,0,"SK"
"Number","Requests","Total requests","Ireland","United Kingdom",2012-01-01,134,"UK"
"Number","Requests","Total requests","Iceland","Austria",2012-01-01,0,"AT"
"Number","Requests","Total requests","Iceland","Belgium",2012-01-01,1,"BE"
"Number","Requests","Total requests","Iceland","Bulgaria",2012-01-01,0,"BG"
"Number","Requests","Total requests","Iceland","Switzerland",2012-01-01,4,"CH"
"Number","Requests","Total requests","Iceland","Cyprus",2012-01-01,0,"CY"
"Number","Requests","Total requests","Iceland","Czech Republic",2012-01-01,1,"CZ"
"Number","Requests","Total requests","Iceland","Germany (until 1990 former territory of the FRG)",2012-01-01,2,"DE"
"Number","Requests","Total requests","Iceland","Denmark",2012-01-01,4,"DK"
"Number","Requests","Total requests","Iceland","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","Iceland","Greece",2012-01-01,0,"EL"
"Number","Requests","Total requests","Iceland","Spain",2012-01-01,4,"ES"
"Number","Requests","Total requests","Iceland","Finland",2012-01-01,4,"FI"
"Number","Requests","Total requests","Iceland","France",2012-01-01,2,"FR"
"Number","Requests","Total requests","Iceland","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Iceland","Hungary",2012-01-01,0,"HU"
"Number","Requests","Total requests","Iceland","Ireland",2012-01-01,2,"IE"
"Number","Requests","Total requests","Iceland","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Iceland","Italy",2012-01-01,13,"IT"
"Number","Requests","Total requests","Iceland","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Iceland","Lithuania",2012-01-01,0,"LT"
"Number","Requests","Total requests","Iceland","Luxembourg",2012-01-01,0,"LU"
"Number","Requests","Total requests","Iceland","Latvia",2012-01-01,0,"LV"
"Number","Requests","Total requests","Iceland","Malta",2012-01-01,0,"MT"
"Number","Requests","Total requests","Iceland","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Iceland","Norway",2012-01-01,13,"NO"
"Number","Requests","Total requests","Iceland","Poland",2012-01-01,4,"PL"
"Number","Requests","Total requests","Iceland","Portugal",2012-01-01,0,"PT"
"Number","Requests","Total requests","Iceland","Romania",2012-01-01,0,"RO"
"Number","Requests","Total requests","Iceland","Sweden",2012-01-01,8,"SE"
"Number","Requests","Total requests","Iceland","Slovenia",2012-01-01,0,"SI"
"Number","Requests","Total requests","Iceland","Slovakia",2012-01-01,1,"SK"
"Number","Requests","Total requests","Iceland","United Kingdom",2012-01-01,5,"UK"
"Number","Requests","Total requests","Italy","Austria",2012-01-01,111,"AT"
"Number","Requests","Total requests","Italy","Belgium",2012-01-01,25,"BE"
"Number","Requests","Total requests","Italy","Bulgaria",2012-01-01,1,"BG"
"Number","Requests","Total requests","Italy","Switzerland",2012-01-01,129,"CH"
"Number","Requests","Total requests","Italy","Cyprus",2012-01-01,1,"CY"
"Number","Requests","Total requests","Italy","Czech Republic",2012-01-01,2,"CZ"
"Number","Requests","Total requests","Italy","Germany (until 1990 former territory of the FRG)",2012-01-01,39,"DE"
"Number","Requests","Total requests","Italy","Denmark",2012-01-01,12,"DK"
"Number","Requests","Total requests","Italy","Estonia",2012-01-01,1,"EE"
"Number","Requests","Total requests","Italy","Greece",2012-01-01,0,"EL"
"Number","Requests","Total requests","Italy","Spain",2012-01-01,7,"ES"
"Number","Requests","Total requests","Italy","Finland",2012-01-01,5,"FI"
"Number","Requests","Total requests","Italy","France",2012-01-01,45,"FR"
"Number","Requests","Total requests","Italy","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Italy","Hungary",2012-01-01,24,"HU"
"Number","Requests","Total requests","Italy","Ireland",2012-01-01,1,"IE"
"Number","Requests","Total requests","Italy","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Italy","Italy",2012-01-01,0,"IT"
"Number","Requests","Total requests","Italy","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Italy","Lithuania",2012-01-01,0,"LT"
"Number","Requests","Total requests","Italy","Luxembourg",2012-01-01,1,"LU"
"Number","Requests","Total requests","Italy","Latvia",2012-01-01,0,"LV"
"Number","Requests","Total requests","Italy","Malta",2012-01-01,5,"MT"
"Number","Requests","Total requests","Italy","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Italy","Norway",2012-01-01,123,"NO"
"Number","Requests","Total requests","Italy","Poland",2012-01-01,4,"PL"
"Number","Requests","Total requests","Italy","Portugal",2012-01-01,1,"PT"
"Number","Requests","Total requests","Italy","Romania",2012-01-01,20,"RO"
"Number","Requests","Total requests","Italy","Sweden",2012-01-01,28,"SE"
"Number","Requests","Total requests","Italy","Slovenia",2012-01-01,6,"SI"
"Number","Requests","Total requests","Italy","Slovakia",2012-01-01,12,"SK"
"Number","Requests","Total requests","Italy","United Kingdom",2012-01-01,58,"UK"
"Number","Requests","Total requests","Liechtenstein","Austria",2012-01-01,7,"AT"
"Number","Requests","Total requests","Liechtenstein","Belgium",2012-01-01,NA,"BE"
"Number","Requests","Total requests","Liechtenstein","Bulgaria",2012-01-01,NA,"BG"
"Number","Requests","Total requests","Liechtenstein","Switzerland",2012-01-01,8,"CH"
"Number","Requests","Total requests","Liechtenstein","Cyprus",2012-01-01,NA,"CY"
"Number","Requests","Total requests","Liechtenstein","Germany (until 1990 former territory of the FRG)",2012-01-01,5,"DE"
"Number","Requests","Total requests","Liechtenstein","Denmark",2012-01-01,NA,"DK"
"Number","Requests","Total requests","Liechtenstein","Estonia",2012-01-01,NA,"EE"
"Number","Requests","Total requests","Liechtenstein","Greece",2012-01-01,NA,"EL"
"Number","Requests","Total requests","Liechtenstein","Spain",2012-01-01,NA,"ES"
"Number","Requests","Total requests","Liechtenstein","Finland",2012-01-01,NA,"FI"
"Number","Requests","Total requests","Liechtenstein","France",2012-01-01,1,"FR"
"Number","Requests","Total requests","Liechtenstein","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Liechtenstein","Hungary",2012-01-01,1,"HU"
"Number","Requests","Total requests","Liechtenstein","Ireland",2012-01-01,NA,"IE"
"Number","Requests","Total requests","Liechtenstein","Italy",2012-01-01,NA,"IT"
"Number","Requests","Total requests","Liechtenstein","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Liechtenstein","Lithuania",2012-01-01,1,"LT"
"Number","Requests","Total requests","Liechtenstein","Luxembourg",2012-01-01,NA,"LU"
"Number","Requests","Total requests","Liechtenstein","Latvia",2012-01-01,NA,"LV"
"Number","Requests","Total requests","Liechtenstein","Malta",2012-01-01,NA,"MT"
"Number","Requests","Total requests","Liechtenstein","Norway",2012-01-01,NA,"NO"
"Number","Requests","Total requests","Liechtenstein","Portugal",2012-01-01,NA,"PT"
"Number","Requests","Total requests","Liechtenstein","Romania",2012-01-01,NA,"RO"
"Number","Requests","Total requests","Liechtenstein","Sweden",2012-01-01,NA,"SE"
"Number","Requests","Total requests","Liechtenstein","Slovenia",2012-01-01,NA,"SI"
"Number","Requests","Total requests","Liechtenstein","Slovakia",2012-01-01,1,"SK"
"Number","Requests","Total requests","Liechtenstein","United Kingdom",2012-01-01,NA,"UK"
"Number","Requests","Total requests","Lithuania","Austria",2012-01-01,2,"AT"
"Number","Requests","Total requests","Lithuania","Belgium",2012-01-01,0,"BE"
"Number","Requests","Total requests","Lithuania","Bulgaria",2012-01-01,0,"BG"
"Number","Requests","Total requests","Lithuania","Switzerland",2012-01-01,0,"CH"
"Number","Requests","Total requests","Lithuania","Cyprus",2012-01-01,0,"CY"
"Number","Requests","Total requests","Lithuania","Czech Republic",2012-01-01,0,"CZ"
"Number","Requests","Total requests","Lithuania","Germany (until 1990 former territory of the FRG)",2012-01-01,2,"DE"
"Number","Requests","Total requests","Lithuania","Denmark",2012-01-01,0,"DK"
"Number","Requests","Total requests","Lithuania","Estonia",2012-01-01,1,"EE"
"Number","Requests","Total requests","Lithuania","Greece",2012-01-01,0,"EL"
"Number","Requests","Total requests","Lithuania","Spain",2012-01-01,0,"ES"
"Number","Requests","Total requests","Lithuania","Finland",2012-01-01,1,"FI"
"Number","Requests","Total requests","Lithuania","France",2012-01-01,3,"FR"
"Number","Requests","Total requests","Lithuania","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Lithuania","Hungary",2012-01-01,0,"HU"
"Number","Requests","Total requests","Lithuania","Ireland",2012-01-01,0,"IE"
"Number","Requests","Total requests","Lithuania","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Lithuania","Italy",2012-01-01,0,"IT"
"Number","Requests","Total requests","Lithuania","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Lithuania","Lithuania",2012-01-01,0,"LT"
"Number","Requests","Total requests","Lithuania","Luxembourg",2012-01-01,0,"LU"
"Number","Requests","Total requests","Lithuania","Latvia",2012-01-01,2,"LV"
"Number","Requests","Total requests","Lithuania","Malta",2012-01-01,0,"MT"
"Number","Requests","Total requests","Lithuania","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Lithuania","Norway",2012-01-01,3,"NO"
"Number","Requests","Total requests","Lithuania","Poland",2012-01-01,2,"PL"
"Number","Requests","Total requests","Lithuania","Portugal",2012-01-01,0,"PT"
"Number","Requests","Total requests","Lithuania","Romania",2012-01-01,0,"RO"
"Number","Requests","Total requests","Lithuania","Sweden",2012-01-01,2,"SE"
"Number","Requests","Total requests","Lithuania","Slovenia",2012-01-01,0,"SI"
"Number","Requests","Total requests","Lithuania","Slovakia",2012-01-01,0,"SK"
"Number","Requests","Total requests","Lithuania","United Kingdom",2012-01-01,1,"UK"
"Number","Requests","Total requests","Luxembourg","Austria",2012-01-01,10,"AT"
"Number","Requests","Total requests","Luxembourg","Belgium",2012-01-01,75,"BE"
"Number","Requests","Total requests","Luxembourg","Bulgaria",2012-01-01,0,"BG"
"Number","Requests","Total requests","Luxembourg","Switzerland",2012-01-01,14,"CH"
"Number","Requests","Total requests","Luxembourg","Cyprus",2012-01-01,0,"CY"
"Number","Requests","Total requests","Luxembourg","Czech Republic",2012-01-01,1,"CZ"
"Number","Requests","Total requests","Luxembourg","Germany (until 1990 former territory of the FRG)",2012-01-01,42,"DE"
"Number","Requests","Total requests","Luxembourg","Denmark",2012-01-01,3,"DK"
"Number","Requests","Total requests","Luxembourg","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","Luxembourg","Greece",2012-01-01,17,"EL"
"Number","Requests","Total requests","Luxembourg","Spain",2012-01-01,10,"ES"
"Number","Requests","Total requests","Luxembourg","Finland",2012-01-01,1,"FI"
"Number","Requests","Total requests","Luxembourg","France",2012-01-01,18,"FR"
"Number","Requests","Total requests","Luxembourg","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Luxembourg","Hungary",2012-01-01,2,"HU"
"Number","Requests","Total requests","Luxembourg","Ireland",2012-01-01,1,"IE"
"Number","Requests","Total requests","Luxembourg","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Luxembourg","Italy",2012-01-01,21,"IT"
"Number","Requests","Total requests","Luxembourg","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Luxembourg","Lithuania",2012-01-01,0,"LT"
"Number","Requests","Total requests","Luxembourg","Luxembourg",2012-01-01,0,"LU"
"Number","Requests","Total requests","Luxembourg","Latvia",2012-01-01,1,"LV"
"Number","Requests","Total requests","Luxembourg","Malta",2012-01-01,1,"MT"
"Number","Requests","Total requests","Luxembourg","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Luxembourg","Norway",2012-01-01,3,"NO"
"Number","Requests","Total requests","Luxembourg","Poland",2012-01-01,3,"PL"
"Number","Requests","Total requests","Luxembourg","Portugal",2012-01-01,1,"PT"
"Number","Requests","Total requests","Luxembourg","Romania",2012-01-01,0,"RO"
"Number","Requests","Total requests","Luxembourg","Sweden",2012-01-01,6,"SE"
"Number","Requests","Total requests","Luxembourg","Slovenia",2012-01-01,0,"SI"
"Number","Requests","Total requests","Luxembourg","Slovakia",2012-01-01,2,"SK"
"Number","Requests","Total requests","Luxembourg","United Kingdom",2012-01-01,0,"UK"
"Number","Requests","Total requests","Latvia","Austria",2012-01-01,0,"AT"
"Number","Requests","Total requests","Latvia","Belgium",2012-01-01,0,"BE"
"Number","Requests","Total requests","Latvia","Bulgaria",2012-01-01,0,"BG"
"Number","Requests","Total requests","Latvia","Switzerland",2012-01-01,1,"CH"
"Number","Requests","Total requests","Latvia","Cyprus",2012-01-01,0,"CY"
"Number","Requests","Total requests","Latvia","Czech Republic",2012-01-01,0,"CZ"
"Number","Requests","Total requests","Latvia","Germany (until 1990 former territory of the FRG)",2012-01-01,0,"DE"
"Number","Requests","Total requests","Latvia","Denmark",2012-01-01,0,"DK"
"Number","Requests","Total requests","Latvia","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","Latvia","Greece",2012-01-01,0,"EL"
