"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","Belgium","Germany (until 1990 former territory of the FRG)",2008-01-01,300,"DE"
"Number","Requests","Total requests","Belgium","Denmark",2008-01-01,4,"DK"
"Number","Requests","Total requests","Belgium","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Belgium","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Belgium","Spain",2008-01-01,23,"ES"
"Number","Requests","Total requests","Belgium","Finland",2008-01-01,5,"FI"
"Number","Requests","Total requests","Belgium","France",2008-01-01,383,"FR"
"Number","Requests","Total requests","Belgium","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Belgium","Hungary",2008-01-01,51,"HU"
"Number","Requests","Total requests","Belgium","Ireland",2008-01-01,5,"IE"
"Number","Requests","Total requests","Belgium","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Belgium","Italy",2008-01-01,104,"IT"
"Number","Requests","Total requests","Belgium","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Belgium","Lithuania",2008-01-01,24,"LT"
"Number","Requests","Total requests","Belgium","Luxembourg",2008-01-01,12,"LU"
"Number","Requests","Total requests","Belgium","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Belgium","Malta",2008-01-01,5,"MT"
"Number","Requests","Total requests","Belgium","Netherlands",2008-01-01,117,"NL"
"Number","Requests","Total requests","Belgium","Norway",2008-01-01,32,"NO"
"Number","Requests","Total requests","Belgium","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Belgium","Portugal",2008-01-01,12,"PT"
"Number","Requests","Total requests","Belgium","Romania",2008-01-01,8,"RO"
"Number","Requests","Total requests","Belgium","Sweden",2008-01-01,58,"SE"
"Number","Requests","Total requests","Belgium","Slovenia",2008-01-01,10,"SI"
"Number","Requests","Total requests","Belgium","Slovakia",2008-01-01,24,"SK"
"Number","Requests","Total requests","Belgium","United Kingdom",2008-01-01,56,"UK"
"Number","Requests","Total requests","Bulgaria","Austria",2008-01-01,1,"AT"
"Number","Requests","Total requests","Bulgaria","Belgium",2008-01-01,1,"BE"
"Number","Requests","Total requests","Bulgaria","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Bulgaria","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Bulgaria","Cyprus",2008-01-01,1,"CY"
"Number","Requests","Total requests","Bulgaria","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Bulgaria","Germany (until 1990 former territory of the FRG)",2008-01-01,3,"DE"
"Number","Requests","Total requests","Bulgaria","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Bulgaria","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Bulgaria","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Bulgaria","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Bulgaria","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Bulgaria","France",2008-01-01,1,"FR"
"Number","Requests","Total requests","Bulgaria","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Bulgaria","Hungary",2008-01-01,0,"HU"
"Number","Requests","Total requests","Bulgaria","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Bulgaria","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Bulgaria","Italy",2008-01-01,1,"IT"
"Number","Requests","Total requests","Bulgaria","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Bulgaria","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Bulgaria","Luxembourg",2008-01-01,1,"LU"
"Number","Requests","Total requests","Bulgaria","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Bulgaria","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Bulgaria","Netherlands",2008-01-01,2,"NL"
"Number","Requests","Total requests","Bulgaria","Norway",2008-01-01,0,"NO"
"Number","Requests","Total requests","Bulgaria","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Bulgaria","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Bulgaria","Romania",2008-01-01,3,"RO"
"Number","Requests","Total requests","Bulgaria","Sweden",2008-01-01,2,"SE"
"Number","Requests","Total requests","Bulgaria","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Bulgaria","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Bulgaria","United Kingdom",2008-01-01,2,"UK"
"Number","Requests","Total requests","Switzerland","Austria",2008-01-01,0,"AT"
"Number","Requests","Total requests","Switzerland","Belgium",2008-01-01,106,"BE"
"Number","Requests","Total requests","Switzerland","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Switzerland","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Switzerland","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Switzerland","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Switzerland","Germany (until 1990 former territory of the FRG)",2008-01-01,0,"DE"
"Number","Requests","Total requests","Switzerland","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Switzerland","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Switzerland","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Switzerland","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Switzerland","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Switzerland","France",2008-01-01,0,"FR"
"Number","Requests","Total requests","Switzerland","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Switzerland","Hungary",2008-01-01,5,"HU"
"Number","Requests","Total requests","Switzerland","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Switzerland","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Switzerland","Italy",2008-01-01,7,"IT"
"Number","Requests","Total requests","Switzerland","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Switzerland","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Switzerland","Luxembourg",2008-01-01,0,"LU"
"Number","Requests","Total requests","Switzerland","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Switzerland","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Switzerland","Netherlands",2008-01-01,1,"NL"
"Number","Requests","Total requests","Switzerland","Norway",2008-01-01,0,"NO"
"Number","Requests","Total requests","Switzerland","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Switzerland","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Switzerland","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Switzerland","Sweden",2008-01-01,0,"SE"
"Number","Requests","Total requests","Switzerland","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Switzerland","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Switzerland","United Kingdom",2008-01-01,1,"UK"
"Number","Requests","Total requests","Cyprus","Austria",2008-01-01,1,"AT"
"Number","Requests","Total requests","Cyprus","Belgium",2008-01-01,0,"BE"
"Number","Requests","Total requests","Cyprus","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Cyprus","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Cyprus","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Cyprus","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Cyprus","Germany (until 1990 former territory of the FRG)",2008-01-01,0,"DE"
"Number","Requests","Total requests","Cyprus","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Cyprus","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Cyprus","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Cyprus","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Cyprus","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Cyprus","France",2008-01-01,0,"FR"
"Number","Requests","Total requests","Cyprus","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Cyprus","Hungary",2008-01-01,0,"HU"
"Number","Requests","Total requests","Cyprus","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Cyprus","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Cyprus","Italy",2008-01-01,0,"IT"
"Number","Requests","Total requests","Cyprus","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Cyprus","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Cyprus","Luxembourg",2008-01-01,0,"LU"
"Number","Requests","Total requests","Cyprus","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Cyprus","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Cyprus","Netherlands",2008-01-01,0,"NL"
"Number","Requests","Total requests","Cyprus","Norway",2008-01-01,1,"NO"
"Number","Requests","Total requests","Cyprus","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Cyprus","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Cyprus","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Cyprus","Sweden",2008-01-01,0,"SE"
"Number","Requests","Total requests","Cyprus","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Cyprus","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Cyprus","United Kingdom",2008-01-01,1,"UK"
"Number","Requests","Total requests","Czech Republic","Austria",2008-01-01,24,"AT"
"Number","Requests","Total requests","Czech Republic","Belgium",2008-01-01,4,"BE"
"Number","Requests","Total requests","Czech Republic","Bulgaria",2008-01-01,1,"BG"
"Number","Requests","Total requests","Czech Republic","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Czech Republic","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Czech Republic","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Czech Republic","Germany (until 1990 former territory of the FRG)",2008-01-01,29,"DE"
"Number","Requests","Total requests","Czech Republic","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Czech Republic","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Czech Republic","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Czech Republic","Spain",2008-01-01,2,"ES"
"Number","Requests","Total requests","Czech Republic","Finland",2008-01-01,9,"FI"
"Number","Requests","Total requests","Czech Republic","France",2008-01-01,12,"FR"
"Number","Requests","Total requests","Czech Republic","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Czech Republic","Hungary",2008-01-01,8,"HU"
"Number","Requests","Total requests","Czech Republic","Ireland",2008-01-01,1,"IE"
"Number","Requests","Total requests","Czech Republic","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Czech Republic","Italy",2008-01-01,6,"IT"
"Number","Requests","Total requests","Czech Republic","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Czech Republic","Lithuania",2008-01-01,5,"LT"
"Number","Requests","Total requests","Czech Republic","Luxembourg",2008-01-01,1,"LU"
"Number","Requests","Total requests","Czech Republic","Latvia",2008-01-01,3,"LV"
"Number","Requests","Total requests","Czech Republic","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Czech Republic","Netherlands",2008-01-01,0,"NL"
"Number","Requests","Total requests","Czech Republic","Norway",2008-01-01,4,"NO"
"Number","Requests","Total requests","Czech Republic","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Czech Republic","Portugal",2008-01-01,1,"PT"
"Number","Requests","Total requests","Czech Republic","Romania",2008-01-01,7,"RO"
"Number","Requests","Total requests","Czech Republic","Sweden",2008-01-01,5,"SE"
"Number","Requests","Total requests","Czech Republic","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Czech Republic","Slovakia",2008-01-01,5,"SK"
"Number","Requests","Total requests","Czech Republic","United Kingdom",2008-01-01,1,"UK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Austria",2008-01-01,551,"AT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Belgium",2008-01-01,314,"BE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Bulgaria",2008-01-01,18,"BG"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Cyprus",2008-01-01,9,"CY"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Czech Republic",2008-01-01,256,"CZ"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)",2008-01-01,0,"DE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Denmark",2008-01-01,43,"DK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Estonia",2008-01-01,2,"EE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Spain",2008-01-01,81,"ES"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Finland",2008-01-01,35,"FI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","France",2008-01-01,668,"FR"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Hungary",2008-01-01,209,"HU"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Ireland",2008-01-01,13,"IE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Italy",2008-01-01,645,"IT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Lithuania",2008-01-01,12,"LT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Luxembourg",2008-01-01,10,"LU"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Latvia",2008-01-01,4,"LV"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Malta",2008-01-01,17,"MT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Netherlands",2008-01-01,211,"NL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Norway",2008-01-01,173,"NO"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Portugal",2008-01-01,12,"PT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Romania",2008-01-01,68,"RO"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Sweden",2008-01-01,507,"SE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Slovenia",2008-01-01,60,"SI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Slovakia",2008-01-01,137,"SK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","United Kingdom",2008-01-01,136,"UK"
"Number","Requests","Total requests","Denmark","Austria",2008-01-01,13,"AT"
"Number","Requests","Total requests","Denmark","Belgium",2008-01-01,25,"BE"
"Number","Requests","Total requests","Denmark","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Denmark","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Denmark","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Denmark","Czech Republic",2008-01-01,7,"CZ"
"Number","Requests","Total requests","Denmark","Germany (until 1990 former territory of the FRG)",2008-01-01,69,"DE"
"Number","Requests","Total requests","Denmark","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Denmark","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Denmark","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Denmark","Spain",2008-01-01,7,"ES"
"Number","Requests","Total requests","Denmark","Finland",2008-01-01,5,"FI"
"Number","Requests","Total requests","Denmark","France",2008-01-01,23,"FR"
"Number","Requests","Total requests","Denmark","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Denmark","Hungary",2008-01-01,9,"HU"
"Number","Requests","Total requests","Denmark","Ireland",2008-01-01,5,"IE"
"Number","Requests","Total requests","Denmark","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Denmark","Italy",2008-01-01,57,"IT"
"Number","Requests","Total requests","Denmark","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Denmark","Lithuania",2008-01-01,4,"LT"
"Number","Requests","Total requests","Denmark","Luxembourg",2008-01-01,3,"LU"
"Number","Requests","Total requests","Denmark","Latvia",2008-01-01,1,"LV"
"Number","Requests","Total requests","Denmark","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Denmark","Netherlands",2008-01-01,26,"NL"
"Number","Requests","Total requests","Denmark","Norway",2008-01-01,34,"NO"
"Number","Requests","Total requests","Denmark","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Denmark","Portugal",2008-01-01,2,"PT"
"Number","Requests","Total requests","Denmark","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Denmark","Sweden",2008-01-01,110,"SE"
"Number","Requests","Total requests","Denmark","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Denmark","Slovakia",2008-01-01,2,"SK"
"Number","Requests","Total requests","Denmark","United Kingdom",2008-01-01,8,"UK"
"Number","Requests","Total requests","Estonia","Austria",2008-01-01,0,"AT"
"Number","Requests","Total requests","Estonia","Belgium",2008-01-01,0,"BE"
"Number","Requests","Total requests","Estonia","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Estonia","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Estonia","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Estonia","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Estonia","Germany (until 1990 former territory of the FRG)",2008-01-01,0,"DE"
"Number","Requests","Total requests","Estonia","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Estonia","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Estonia","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Estonia","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Estonia","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Estonia","France",2008-01-01,0,"FR"
"Number","Requests","Total requests","Estonia","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Estonia","Hungary",2008-01-01,0,"HU"
"Number","Requests","Total requests","Estonia","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Estonia","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Estonia","Italy",2008-01-01,0,"IT"
"Number","Requests","Total requests","Estonia","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Estonia","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Estonia","Luxembourg",2008-01-01,0,"LU"
"Number","Requests","Total requests","Estonia","Latvia",2008-01-01,1,"LV"
"Number","Requests","Total requests","Estonia","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Estonia","Netherlands",2008-01-01,0,"NL"
"Number","Requests","Total requests","Estonia","Norway",2008-01-01,0,"NO"
"Number","Requests","Total requests","Estonia","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Estonia","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Estonia","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Estonia","Sweden",2008-01-01,0,"SE"
"Number","Requests","Total requests","Estonia","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Estonia","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Estonia","United Kingdom",2008-01-01,1,"UK"
"Number","Requests","Total requests","Greece","Austria",2008-01-01,1,"AT"
"Number","Requests","Total requests","Greece","Belgium",2008-01-01,1,"BE"
"Number","Requests","Total requests","Greece","Bulgaria",2008-01-01,1,"BG"
"Number","Requests","Total requests","Greece","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Greece","Cyprus",2008-01-01,6,"CY"
"Number","Requests","Total requests","Greece","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Greece","Germany (until 1990 former territory of the FRG)",2008-01-01,5,"DE"
"Number","Requests","Total requests","Greece","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Greece","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Greece","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Greece","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Greece","Finland",2008-01-01,3,"FI"
"Number","Requests","Total requests","Greece","France",2008-01-01,0,"FR"
"Number","Requests","Total requests","Greece","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Greece","Hungary",2008-01-01,0,"HU"
"Number","Requests","Total requests","Greece","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Greece","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Greece","Italy",2008-01-01,7,"IT"
"Number","Requests","Total requests","Greece","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Greece","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Greece","Luxembourg",2008-01-01,1,"LU"
"Number","Requests","Total requests","Greece","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Greece","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Greece","Netherlands",2008-01-01,5,"NL"
"Number","Requests","Total requests","Greece","Norway",2008-01-01,0,"NO"
"Number","Requests","Total requests","Greece","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Greece","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Greece","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Greece","Sweden",2008-01-01,0,"SE"
"Number","Requests","Total requests","Greece","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Greece","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Greece","United Kingdom",2008-01-01,8,"UK"
"Number","Requests","Total requests","Spain","Austria",2008-01-01,10,"AT"
"Number","Requests","Total requests","Spain","Belgium",2008-01-01,1,"BE"
"Number","Requests","Total requests","Spain","Bulgaria",2008-01-01,2,"BG"
"Number","Requests","Total requests","Spain","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Spain","Cyprus",2008-01-01,1,"CY"
"Number","Requests","Total requests","Spain","Czech Republic",2008-01-01,2,"CZ"
"Number","Requests","Total requests","Spain","Germany (until 1990 former territory of the FRG)",2008-01-01,20,"DE"
"Number","Requests","Total requests","Spain","Denmark",2008-01-01,2,"DK"
"Number","Requests","Total requests","Spain","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Spain","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Spain","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Spain","Finland",2008-01-01,2,"FI"
"Number","Requests","Total requests","Spain","France",2008-01-01,25,"FR"
"Number","Requests","Total requests","Spain","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Spain","Hungary",2008-01-01,5,"HU"
"Number","Requests","Total requests","Spain","Ireland",2008-01-01,1,"IE"
"Number","Requests","Total requests","Spain","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Spain","Italy",2008-01-01,73,"IT"
"Number","Requests","Total requests","Spain","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Spain","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Spain","Luxembourg",2008-01-01,2,"LU"
"Number","Requests","Total requests","Spain","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Spain","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Spain","Netherlands",2008-01-01,7,"NL"
"Number","Requests","Total requests","Spain","Norway",2008-01-01,1,"NO"
"Number","Requests","Total requests","Spain","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Spain","Portugal",2008-01-01,6,"PT"
"Number","Requests","Total requests","Spain","Romania",2008-01-01,1,"RO"
"Number","Requests","Total requests","Spain","Sweden",2008-01-01,6,"SE"
"Number","Requests","Total requests","Spain","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Spain","Slovakia",2008-01-01,1,"SK"
"Number","Requests","Total requests","Spain","United Kingdom",2008-01-01,6,"UK"
"Number","Requests","Total requests","Finland","Austria",2008-01-01,19,"AT"
"Number","Requests","Total requests","Finland","Belgium",2008-01-01,21,"BE"
"Number","Requests","Total requests","Finland","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Finland","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Finland","Cyprus",2008-01-01,1,"CY"
"Number","Requests","Total requests","Finland","Czech Republic",2008-01-01,5,"CZ"
"Number","Requests","Total requests","Finland","Germany (until 1990 former territory of the FRG)",2008-01-01,96,"DE"
"Number","Requests","Total requests","Finland","Denmark",2008-01-01,26,"DK"
"Number","Requests","Total requests","Finland","Estonia",2008-01-01,6,"EE"
"Number","Requests","Total requests","Finland","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Finland","Spain",2008-01-01,5,"ES"
"Number","Requests","Total requests","Finland","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Finland","France",2008-01-01,17,"FR"
"Number","Requests","Total requests","Finland","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Finland","Hungary",2008-01-01,30,"HU"
"Number","Requests","Total requests","Finland","Ireland",2008-01-01,2,"IE"
"Number","Requests","Total requests","Finland","Iceland",2008-01-01,1,"IS"
"Number","Requests","Total requests","Finland","Italy",2008-01-01,220,"IT"
"Number","Requests","Total requests","Finland","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Finland","Lithuania",2008-01-01,4,"LT"
"Number","Requests","Total requests","Finland","Luxembourg",2008-01-01,1,"LU"
"Number","Requests","Total requests","Finland","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Finland","Malta",2008-01-01,95,"MT"
"Number","Requests","Total requests","Finland","Netherlands",2008-01-01,27,"NL"
"Number","Requests","Total requests","Finland","Norway",2008-01-01,61,"NO"
"Number","Requests","Total requests","Finland","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Finland","Portugal",2008-01-01,1,"PT"
"Number","Requests","Total requests","Finland","Romania",2008-01-01,3,"RO"
"Number","Requests","Total requests","Finland","Sweden",2008-01-01,144,"SE"
"Number","Requests","Total requests","Finland","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Finland","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Finland","United Kingdom",2008-01-01,32,"UK"
"Number","Requests","Total requests","France","Austria",2008-01-01,323,"AT"
"Number","Requests","Total requests","France","Belgium",2008-01-01,456,"BE"
"Number","Requests","Total requests","France","Bulgaria",2008-01-01,5,"BG"
"Number","Requests","Total requests","France","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","France","Cyprus",2008-01-01,2,"CY"
"Number","Requests","Total requests","France","Czech Republic",2008-01-01,78,"CZ"
"Number","Requests","Total requests","France","Germany (until 1990 former territory of the FRG)",2008-01-01,660,"DE"
"Number","Requests","Total requests","France","Denmark",2008-01-01,11,"DK"
"Number","Requests","Total requests","France","Estonia",2008-01-01,1,"EE"
"Number","Requests","Total requests","France","Greece",2008-01-01,NA,"EL"
